id,listing_url,name,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_identity_verified,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_updated,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms
12586942,https://www.airbnb.com/rooms/12586942,Ocean View in the heart of Waikiki,"Just two blocks away from the famous Waikiki Beach. Gift shops, restaurants, beach access, everything is in walking distance. This place will be your best choice if you want to enjoy the lifestyle of Waikiki resorts and night life.",https://a0.muscache.com/pictures/9ecb97aa-b724-4908-87af-33341fb8bedc.jpg,338668271,https://www.airbnb.com/users/show/338668271,Mari,2020-02-24,"Honolulu, HI",,within an hour,100%,98%,,33.0,"['email', 'phone']",f,,6,1000,6,6,1000,1000,6.0,1000.0,t,0,0,0,0,,141,0,0,2016-05-15,2022-07-29,4.7,4.77,4.57,4.91,4.84,4.97,4.76,f,5,5,0,0
13556572,https://www.airbnb.com/rooms/13556572,Bali Hai Villa a beautiful landscaped garden oasis,,https://a0.muscache.com/pictures/fabc30b8-99b6-490a-be81-a63089a304fc.jpg,14056461,https://www.airbnb.com/users/show/14056461,Carmen,2014-04-08,"Ottawa, Canada","Hello,
My name is Carmen Roy. In 2007 my husband and I had a wonderful time in Hawaii and decided to buy a timeshare to provide affordable accomodation to friends who might want to visit. We live in Canada and enjoy going to a different country every year. It is with pleasure that we offer this unique opportunity to people who enjoy travelling.",,,100%,f,6.0,"['email', 'phone']",t,,7,7,7,7,7,7,7.0,7.0,t,0,0,0,0,,3,1,0,2016-07-22,2025-01-05,5.0,4.67,4.67,5.0,5.0,4.67,5.0,f,1,1,0,0
14530776,https://www.airbnb.com/rooms/14530776,Hale Ula Lani (House of Red Sky),"This condo is located in the Kaluakoi Resort area of the island, on the sunny west side of Molokai.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTQ1MzA3NzY%3D/original/9125da66-bebf-4936-bc6a-d1b75ccaded9.jpeg,89846889,https://www.airbnb.com/users/show/89846889,Scott,2016-08-14,,,,,100%,f,1.0,"['email', 'phone']",f,$292.00,5,1125,5,5,1125,1125,5.0,1125.0,t,1,8,36,213,,9,1,0,2016-10-09,2024-04-12,5.0,5.0,4.89,5.0,5.0,5.0,4.78,f,1,1,0,0
15354843,https://www.airbnb.com/rooms/15354843,Kona Makai 1-301,,https://a0.muscache.com/pictures/prohost-api/Hosting-15354843/original/0f4b6282-3483-4907-b05d-4bb3576da8cf.jpeg,49441399,https://www.airbnb.com/users/show/49441399,Blake,2015-11-19,"Kailua-Kona, HI","We have been serving visitors to the Big Island since 1976, With the finest Vacation Homes and Condos available!

Knutson & Associates is a mid-sized, independently owned company consisting of dedicated professional Realtors®.

Our offices are located in Kailua-Kona, on the Big Island of Hawaii. We are celebrating our 49th year in business here in Kailua-Kona in 2025",within an hour,100%,100%,t,216.0,"['email', 'phone']",t,,1,1125,1,7,3,1125,1.9,752.5,t,2,19,26,138,,6,2,0,2017-05-21,2024-08-04,5.0,5.0,4.83,5.0,5.0,5.0,4.67,t,203,203,0,0
16259398,https://www.airbnb.com/rooms/16259398,Yacht Harbor Towers Penthouse 3 Bed / 3 Bath,,https://a0.muscache.com/pictures/0dcda9c4-cef9-4208-bd57-7165a5250278.jpg,90710470,https://www.airbnb.com/users/show/90710470,Benjamin,2016-08-18,"Honolulu, HI",,within a few hours,100%,98%,t,13.0,"['email', 'phone']",t,$326.00,90,365,31,90,365,365,85.3,365.0,t,29,51,81,250,,3,2,0,2019-02-02,2025-01-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,9,9,0,0
16882780,https://www.airbnb.com/rooms/16882780,"Kahana Village Unit 9 - Deluxe, Ocean Front",,https://a0.muscache.com/pictures/b2838bfd-40e7-4ffd-b8fb-d39db2146f3a.jpg,111994664,https://www.airbnb.com/users/show/111994664,Kahana Village,2017-01-17,,,,,,f,38.0,"['email', 'phone']",t,,180,1124,180,180,1124,1124,180.0,1124.0,t,29,59,89,89,,2,0,0,2017-03-21,2020-02-18,4.5,5.0,4.5,5.0,5.0,5.0,5.0,f,29,29,0,0
17530660,https://www.airbnb.com/rooms/17530660,"Kula Jewel - Pool, Hot Tub & Awesome Views!","Kula, in upcountry Maui, is a peaceful, ""local"", and gorgeous area, with a combination of ranch land, open space, and small neighborhoods. The closest neighbors to Kula Jewel are a work-at-home jeweler, a work-at-home photographer, a man who builds beautiful garden fountains, an accupuncturist with a home office, a massage/Reiki therapist with a home studio, and your host, a voice/‘ukulele teacher/professional musician. We all love the peaceful quality of our neighborhood, and hope you will want to help us preserve that quality.  The Kula Lodge has ""fine dining"", but we ALWAYS recommend the Kula Bistro instead. The Bistro has exceptional food, large portions and is more reasonably priced than the Lodge. Upon check-in, Pamela will give you directions to all the local eateries, and if your stay crosses over a Saturday, donʻt miss the Kula Farmerʻs Market - one of the best food experiences anywhere on Maui!<br />Kula Jewel is the perfect jumping off point for Haleakalā sunrise, sunset or ",https://a0.muscache.com/pictures/79998a63-10ba-4e54-a37d-1a856950b673.jpg,15234735,https://www.airbnb.com/users/show/15234735,Pamela,2014-05-07,"Kula, HI","Iʻm a professional musician and voice & ‘ukulele teacher. I live on Maui because I love the beauty, the quiet, the ocean and all its creatures. Iʻm blessed with good health, and great friends and a truly beautiful home.

I've been deeply involved with Hawaiian culture for the last 25+ years, studying the language, music, crafts and hula.
I also teach ‘ukulele, and several of my guests have taken lessons with me while staying at Kula Treat. I recently was accepted to the AirBnB Experiences program as the ‘ukulele teacher for Maui!  (Iʻm very honored by this, and excited to share my love of the ‘ukulele with visitors from all over the world).

 As an AirBnB host, I love hosting travelers because I think my home, and the area where I live, give visitors a true sense of what itʻs like to live on Maui - away from the touristy areas. My style of hosting is to show my guests everything they'll need, (how to use the tv or hot tub, for instance, where coffee and teas are stored, etc.), and then leave them to their privacy. At the same time, I'm generally available for questions or anything my guests might need for their comfort, if it's not already presented.

Come experience Maui with Kula Jewel, or Kula Treat (my two listings) as your home base. And sign up for an ‘ukulele lesson if thereʻs time in your vacation schedule.
E komo mai! (Welcome!)

ps Iʻm very pleased to announce that both my listings are fully permitted by Maui County, and any reservation you make with me will be legal and secure. Woo hoo!!",within an hour,100%,97%,t,5.0,"['email', 'phone']",t,$339.00,1,55,1,1,55,55,1.0,55.0,t,2,3,6,98,,323,20,8,2017-04-09,2025-03-04,4.92,4.92,4.88,4.95,4.96,4.96,4.9,f,2,2,0,0
18143455,https://www.airbnb.com/rooms/18143455,1 Bedroom Standard w/Kitchen-Kamaole Sands #8302,,https://a0.muscache.com/pictures/prohost-api/Hosting-18143455/original/06ad0b35-9e9f-43fd-a533-ae6a71cac6ea.jpeg,117224914,https://www.airbnb.com/users/show/117224914,Castle Resorts And Hotels,2017-02-20,"Kihei, HI","Vacationing in Maui doesn’t get better than Kamaole Sands, a condo resort built on 15 acres of gardens, waterfalls, and ponds. Live like you’ve always wanted to in an individually furnished condominium suite directly across from Kihei’s popular Kamaole Beach Park III. Defined by its laid-back vibe and tropical beauty, South Maui is a true Hawaiian paradise.

Our dreamy Kihei location near Wailea Resort and Makena Resort puts you in the midst of golf, spas and ocean recreation.

- Learn to surf at Kamaole Beach Park III
- Tee off at Maui Nui or Wailea golf clubs
- Stay on trend at The Shops at Wailea
- Snorkel amid the pristine waters of La Perouse Bay
- Indulge in spa treatments at Wailea Resort
- Sample craft brews at Maui Brewing Company

The best plan for your day is often no plan at all. Maybe you’ll start your morning with a swim in the Pacific or in our pool. You might mingle amid traveling kindred spirits at your resort’s Wednesday Mai Tai Party, and then grill a fresh catch with your new friends at the property’s public barbecue area. Or step out for a sunset dinner at one of Kihei’s fantastic cafes or bistros. Need to stay connected? We offer complimentary WiFi in the lobby, pool area, and all rooms.

Since 1993, Castle Resorts & Hotels has specialized in innovative hotel and resort management. We manage properties throughout the Hawaiian Islands, including Kauai, Oahu, Maui, Molokai, and Hawaii Island, as well as Auckland, New Zealand. Accommodations range from full-service hotels to resort condominiums and combines value, convenience, and authentic experiences.",within an hour,100%,100%,f,95.0,"['email', 'phone', 'work_email']",t,$268.00,2,60,2,5,2,1125,2.2,236.6,t,29,59,89,364,,1,0,0,2019-12-28,2019-12-28,3.0,5.0,5.0,5.0,5.0,5.0,4.0,t,93,93,0,0
19136872,https://www.airbnb.com/rooms/19136872,Ka'anapali Beach Club- 1 bedroom ocean view,"Escape to an exotic island surrounded by glistening, white sandy shores, flourishing tropical scenery and intriguing wild life. The symphony of gently lapping waves beckons visitors to explore Maui’s many hidden wonders. Dive down to the depths of the ocean and discover indescribable beauty hiding in the sapphire blue waters. Take a boat cruise on a whale-watching excursion, or survey the diverse landscape on a scenic hike. For a little island flavor, dine at any of the fine local restaurants. Experience Hawaii where endless activities, spectacular shows and breathtaking sunsets await you in Maui.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTkxMzY4NzI%3D/original/74bfd8e6-a051-4ea5-bc25-fb06619f376f.jpeg,31214940,https://www.airbnb.com/users/show/31214940,Scott,2015-04-14,"Williamsburg, VA",I am a certified travel agent for the past 10 years. I am married with 5 kids and a huge dog! I am a family man who loves to spend time with the family. I enjoy traveling and enjoy helping others travel even more!,within an hour,100%,70%,t,1344.0,"['email', 'phone']",t,,2,1125,2,2,1125,1125,2.0,1125.0,t,0,0,0,0,,27,0,0,2017-11-01,2021-11-27,4.78,4.93,4.81,4.85,4.89,4.89,4.81,f,53,14,39,0
19698050,https://www.airbnb.com/rooms/19698050,1BR Condo at the Kahana Falls Resort,"Adventure seekers should be sure to speak with the resort concierge for tips on the best way to explore the island. Whether it's a helicopter tour or a deep sea diving adventure, you are sure to have a marvelous Maui vacation.",https://a0.muscache.com/pictures/9f617117-0420-4950-b549-470477ecf284.jpg,26650418,https://www.airbnb.com/users/show/26650418,Vered,2015-01-24,"California, United States","My family and I love the Outdoors and to Travel!  We have several Villas & Condos for rent in California, Colorado, Florida, Hawaii, Nevada, Utah, Wyoming, Canada & Mexico. Providing friendly customer service with affordable resort hotel accommodations is our top priority.",within an hour,100%,81%,f,325.0,"['email', 'phone']",t,,5,28,5,5,1125,1125,5.0,1125.0,t,0,0,0,0,,17,0,0,2017-07-21,2023-05-19,4.41,4.47,4.59,4.65,4.65,4.65,4.41,t,19,18,1,0
20396370,https://www.airbnb.com/rooms/20396370,The Aloha Hula studio! Free parking (MS02),,https://a0.muscache.com/pictures/prohost-api/Hosting-20396370/original/0fc8a9f0-9177-48fa-b11c-1463d873f84a.jpeg,42705922,https://www.airbnb.com/users/show/42705922,Lei Hawaii,2015-08-27,,"Hello,

We are Lei Hawaii Realty Inc.  Our office locates in the center of Waikiki where thousands of tourists visit!!

We start managing Airbnb units, so you are welcome to stay in our Airbnb units!! We provide almost all inventories to live comfortably for a long term like small staff like iron. And rate is so low. We want you to repeat staying Hawaii every year in our units!! See you soon.

Check all the listings from here.　And also search the date and fees!!
https://www.airbnb.jp/users/42705922/listings


Please search our website by the key word, Lei Hawaii. 

ハワイで不動産売買・賃貸・管理を行っていますレイハワイ不動産です！　オフィスはワイキキの中心(H&Mのビルの7階)にございます。ハワイに長く、快適にお安く滞在して頂けるお部屋の提供を開始致しました。問い合わせなどには誠実に対応させて頂きます。全従業員・エージェント、皆でお待ちしております！

全てのエアビーリスティングはこちらから。空室や費用も確認出来ます！
https://www.airbnb.jp/users/42705922/listings


HP検索は　【レイハワイ】",within an hour,100%,99%,f,84.0,"['email', 'phone']",t,$119.00,1,1125,1,2,2,1125,1.8,232.5,t,9,25,52,311,,91,5,0,2017-08-26,2024-09-26,4.38,4.69,4.47,4.6,4.62,4.95,4.58,t,34,34,0,0
20712170,https://www.airbnb.com/rooms/20712170,Big Island Sanctuary,"Our neighborhood was made famous during the 2018 eruption of the Kilauea volcano.  Please be respectful of the lava - it is beautiful to look at, but do not touch it or walk on it.  Lava covered private properties and homes in the neighborhood, and it is illegal to walk on the lava in the neighborhood.  Also, it is unsafe to walk on the lava.  Please enjoy its beauty without touching it, as well as all of the tropical Hawaiian beauty around you!<br /><br />Additionally, the iconic Puna Coast is within a 15 minute drive (Highway 137 tracks the coastline). Volcano National Park is less than an hour away, and Hilo is 30 min away.",https://a0.muscache.com/pictures/hosting/Hosting-20712170/original/c40685b2-6207-41a3-b89c-49a348b13769.jpeg,5125551,https://www.airbnb.com/users/show/5125551,Jonathan,2013-02-17,"San Francisco, CA","Hi Airbnb,

Some of our favorite places to travel:  Greece, London, the Big Island of Hawaii, and the Cinque Terre (Italy).  But any place that opens our eyes to new things is great.  

We share our time between San Francisco and the Big Island. Jon works in solar energy and Fahmida in neuropsychology. 

We are both from the Midwest, primarily reside in San Francisco and were married on the Big Island. We purchased our first home on the Big Island because it is a special place for us. 

As hosts we want share the aloha spirit and the sanctuary of our peaceful retreat with you. 

Hope to be traveling in your neck of the woods soon or sharing our part of the woods with you. 

Fahmida & Jon",within an hour,100%,98%,t,2.0,"['email', 'phone', 'work_email']",t,$118.00,3,60,3,3,1125,1125,3.0,1125.0,t,19,30,39,187,,51,18,3,2017-09-15,2025-03-03,4.9,4.96,4.92,4.92,4.98,4.76,4.9,f,2,2,0,0
21332233,https://www.airbnb.com/rooms/21332233,Walk to Beach 2BR | Balcony | Pool |,,https://a0.muscache.com/pictures/prohost-api/Hosting-21332233/original/1dcdf931-2136-4c42-b571-9de5aab0c30a.jpeg,111808435,https://www.airbnb.com/users/show/111808435,Vacasa,2017-01-16,,"Vacasa
Vacation Home Management

Vacasa unlocks the possibilities of how we enjoy vacation homes. We take care of managing our homeowners’ vacation houses so they can have peace of mind (and their home when they want to). And our guests book vacations confidently knowing they’re going to find exactly what they’re looking for without any surprises.

Each vacation home is always cared for by our professional local teams who implement our high cleanliness and maintenance values, while the hands-off tasks of vacation rental management--marketing, filing taxes, and maintaining a website--are handled by a specialized central support team. Our passion and focus remain true: to empower our homeowners, guests, and employees to invest in vacation.",within an hour,100%,100%,f,316.0,"['email', 'phone', 'work_email']",t,$259.00,2,1125,2,5,2,1125,2.8,449.3,t,5,5,5,5,,32,1,0,2018-03-01,2024-12-12,4.42,4.78,4.53,4.72,4.56,4.78,4.38,t,255,255,0,0
21998816,https://www.airbnb.com/rooms/21998816,"Kailua-Kona Condo w/ Lanai, Walk to Beach + Pier!","NEARBY BEACHES: Kamakahonu Beach (0.4 miles), Keiki Beach (0.9 miles), Kailua Beach (2 miles), Magic Sands Beach Park (4 miles) <br />AREA ATTRACTIONS: Kailua Pier (0.4 miles), Kona Glass-bottom Boat Tours (0.4 miles), Kamakahonu National Historic Landmark (0.4 miles), Hulihe‘e Palace (0.6 miles), Three Ring Ranch Exotic Animal Sanctuary (3 miles) <br />OUTDOOR FUN: Hale Halawai Park (0.8 miles), Maka'eo Walking Path (1 mile), Sadie Seymour Botanical Gardens (3 miles), Kaloko-Honokōhau National Historical Park (4 miles) <br />AIRPORTS: Kona International Airport (8 miles)",https://a0.muscache.com/pictures/prohost-api/Hosting-21998816/original/ce8079ca-6deb-408e-8d76-860f3939e9b9.jpeg,151398424,https://www.airbnb.com/users/show/151398424,Evolve,2017-09-20,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,100%,99%,f,612.0,"['email', 'phone']",t,$126.00,3,1125,3,7,1125,1125,3.9,1125.0,t,2,4,18,246,,46,12,1,2017-12-13,2025-02-18,4.83,4.89,4.78,4.89,4.87,4.91,4.78,t,214,214,0,0
